University,Year,Class,ID,IS1,IS2,IS3,IS4,IS5,IS6,IS7,IS8,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS16,IS17,IS18,IS19,IS20,IS21,IS22,IS23,IS24,IS25,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,gender,age,japan_citizen,other_citizen,ethnicity,ethnicity_text,religion,religion_txt,undergrad_grad,class_year,class_year_txt,major,faculty,firstlang,firstlang_txt,secondlang,secondlang_txt,SecondLang_Proficiency,SecondLang_Frequency,SecondLang_Frequency_txt,International_Travel_Count,Travel_Purpose,Travel_Purpose_txt,Notes
K,1,10,10,3,1,3,3,2,2,2,2,2,1,1,3,2,3,1,1,1,1,3,1,3,1,1,3,3,2,2,3,3,3,3,2,1,1,2,1,3,2,2,1,1,2,1,2,3,3,3,3,3,2,19,1,,1,,7,全光教,1,1,,未定,,1,,2,,,,,0,,,
K,1,10,11,2,2,2,4,3,2,3,2,4,2,2,4,2,2,3,2,2,1,4,2,2,3,1,3,3,3,2,3,4,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,1,,1,,1,,1,1,,教育基礎,,1,,2,,,,,0,,,
K,1,10,12,2,1,3,5,2,2,1,2,4,3,3,4,4,3,4,3,1,1,3,2,2,3,2,4,2,4,2,3,4,3,2,3,2,3,3,2,2,4,2,1,1,3,3,4,4,3,4,2,3,2,19,1,,1,,1,,1,1,,学校教育学類教育基礎専修,,1,,2,,,,,0,,,
K,1,10,13,4,1,2,5,1,1,4,2,3,2,2,3,3,2,3,3,2,1,3,2,2,2,1,3,2,4,4,3,3,3,3,3,2,3,1,1,2,3,1,1,1,1,3,1,2,1,4,1,2,1,19,1,,1,,7,神道,1,1,,地域創造学類,,1,,1,英語・中国語,1,3,,0,,,
K,1,10,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,19,1,,1,,1,,1,1,,経済　,,1,,2,,,,,1,2,,回答すべて３：無効
K,1,10,15,1,1,2,4,5,2,1,1,4,2,2,3,2,2,4,3,1,1,4,2,1,3,3,5,2,2,1,3,5,5,4,1,4,5,5,3,5,5,5,1,1,5,4,4,3,3,5,2,3,3,19,1,,1,,6,,1,1,,,,1,,1,韓国語・中国語,2,2,,4,1・2,,
K,1,10,16,2,1,1,4,3,1,4,2,3,2,2,3,4,4,3,4,4,1,2,1,2,1,1,4,1,4,3,2,4,2,2,1,3,1,3,2,2,2,2,2,1,2,4,2,2,1,4,2,2,2,19,1,,1,,1,,1,1,,総合教育部・文系,,1,,2,,,,,0,,,
K,1,10,17,2,2,2,4,3,2,3,3,3,3,3,4,3,3,3,3,2,1,3,2,3,3,1,3,3,3,2,3,3,3,2,3,1,2,2,2,1,2,1,1,1,2,2,3,3,1,3,3,2,1,19,1,,1,,1,,1,1,,経済学類,,1,,1,英語,2,2,,1,2,,
K,1,10,18,4,2,2,5,3,2,2,3,3,3,2,3,4,2,3,4,3,1,5,2,2,2,1,4,1,3,2,3,4,4,2,3,2,1,1,2,3,3,1,1,1,5,3,2,3,2,3,2,3,1,18,1,,1,,1,,1,1,,人間社会学域地域創造学類,,1,,1,英語,2,2,,1,2,,
K,1,10,19,2,1,2,5,5,2,2,1,4,1,2,3,3,2,3,4,2,1,4,1,3,2,2,4,3,3,2,4,4,3,2,2,3,4,4,1,1,2,2,1,1,3,3,3,3,3,3,3,3,2,20,1,,1,,1,,1,1,,経済学類,,1,,1,中国語・英語,2,2,,1,5,高校の修学旅行,
K,1,10,20,2,3,2,4,4,2,1,3,2,1,2,3,3,2,2,3,2,1,4,1,2,2,1,3,1,3,4,4,4,2,2,1,1,2,1,1,2,3,1,1,1,3,3,1,3,1,4,2,2,1,19,1,,1,,1,,1,1,,教育学類国語専修,,1,,2,,,,,0,,,
K,1,10,21,2,2,3,5,2,1,4,1,3,2,1,3,4,4,2,3,3,1,5,2,2,2,1,4,3,3,2,3,5,2,2,3,1,3,3,2,2,3,3,1,1,4,4,3,3,2,4,3,5,1,19,1,,1,,6,,1,1,,学校教育学類特別支援教育専修,,1,,2,,,,,1,5,高校の修学旅行,
K,1,10,22,2,3,4,4,3,2,3,1,3,2,2,3,3,3,3,4,3,1,3,2,3,4,2,4,2,4,3,2,3,3,3,4,2,4,3,1,2,3,1,1,,2,3,3,3,3,5,3,3,1,18,1,,1,,1,,1,1,,教育,,1,,1,英語,2,7,,0,,,
K,1,10,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,19,1,,1,,6,,1,1,,経済,,1,,2,,,,,0,,,回答すべて３：無効
K,1,10,24,2,2,3,4,2,2,1,2,4,3,2,4,3,4,4,4,4,1,2,3,3,2,1,3,2,4,3,5,4,3,3,2,2,2,1,1,3,2,4,1,1,4,4,2,2,2,4,1,2,1,19,1,,1,,1,,1,1,,学校教育学類社会科教育専修,,1,,1,,2,6,,1,5,高校の修学旅行,
K,1,10,25,5,2,3,5,4,2,2,3,4,1,3,4,4,2,4,3,1,1,4,2,2,2,1,3,4,3,3,5,4,2,4,1,1,3,3,1,2,4,1,1,1,4,4,3,5,3,1,4,4,2,19,1,,1,,7,神道,1,1,,経済　,,1,,1,英語,2,3,,0,,,
K,1,10,26,2,2,2,5,2,2,3,1,4,3,2,4,3,2,4,3,2,1,2,2,3,1,2,5,3,4,2,3,4,4,4,4,3,3,2,2,2,3,2,1,1,4,3,2,4,2,5,3,3,1,19,1,,1,,6,,1,1,,経済学類,,1,,1,英語・スペイン語,2,2,,0,,,
K,1,10,27,2,2,2,4,3,3,3,4,3,3,3,3,4,2,2,4,3,1,3,2,3,3,1,3,3,3,4,4,3,2,2,2,2,2,3,2,3,3,1,1,1,3,3,2,3,2,4,2,3,2,18,1,,1,,1,,1,1,,地域創造学類,,1,,2,,,,,0,,,
K,1,10,28,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,19,1,,1,,1,,1,1,,経済学,,1,,1,英語,2,2,,3,2・４,,
K,1,10,29,3,2,3,3,2,2,1,3,2,4,4,3,4,,3,2,5,3,1,4,3,2,4,3,1,3,4,2,5,4,,4,2,3,5,3,4,2,3,5,4,5,4,2,3,4,5,3,2,2,20,1,,1,,1,,1,1,,教育学類英語,,1,,2,,,,,6,１・２,,GC6重回答（３・５）
K,1,10,30,3,1,2,4,3,2,2,2,2,2,2,3,3,2,2,2,1,1,3,1,1,4,1,3,4,3,2,2,3,2,2,2,1,3,2,1,3,2,3,1,1,3,3,2,2,1,5,2,3,1,19,1,,1,,1,,1,1,,,,1,,2,,,,,1,1,,
K,1,10,31,1,1,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,19,1,,1,,5,,1,1,,経済,,1,,2,,,,,1,1,,渡航あり；回数の記載なしで１とする
K,1,10,32,2,2,4,3,3,5,1,2,3,4,4,5,4,3,3,3,1,1,5,2,2,3,1,4,4,2,2,5,4,3,2,3,1,4,3,1,3,4,5,5,3,5,3,3,4,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,Demographicsの記載なし
K,1,11,1,2,4,4,4,2,2,1,2,4,2,2,2,4,1,2,4,2,1,4,2,2,1,1,5,2,4,4,4,5,5,4,4,2,5,4,1,2,5,4,1,1,4,4,4,4,4,5,2,4,3,19,1,,1,,6,,1,1,,学校教育学類英語教育専修,,1,,1,英語,3,3,,1,2,,
K,1,11,2,2,2,3,4,3,3,1,3,3,2,2,3,4,3,3,4,2,1,3,2,2,2,2,3,2,2,3,3,3,3,3,2,2,3,3,1,3,5,1,1,1,4,4,4,4,3,5,2,4,2,19,1,,1,,1,,1,1,,学校教育学類,,1,,1,英語,2,2,,0,,,
K,1,11,3,2,2,2,5,4,3,2,2,4,1,5,4,3,3,4,2,3,1,4,2,2,2,1,5,2,2,2,4,4,4,4,3,1,4,2,3,4,1,1,1,4,5,4,4,3,3,4,2,4,2,19,1,,1,,6,,1,1,,経済,,1,,1,英語,2,2,,0,,,
K,1,11,4,2,1,4,5,2,5,1,3,4,3,3,4,5,5,4,5,1,1,5,1,1,1,5,4,3,3,2,5,5,4,3,2,1,4,2,3,3,5,5,1,1,5,4,3,4,3,5,3,5,2,19,1,,1,,6,,1,1,,哲学科,,1,,1,英語,3,7,,2,1,,
K,1,11,5,2,1,2,1,4,2,2,3,1,3,3,4,2,4,4,3,2,1,5,1,2,4,4,4,3,3,2,5,5,5,3,3,2,4,3,1,4,3,4,2,1,5,3,4,4,3,4,4,5,2,19,1,,1,,1,,1,1,,総合教育学部・文系,,1,,1,英語・スペイン語,3・1,2,,2,1・2,,
K,1,11,6,1,1,4,4,2,3,1,2,4,2,2,4,3,2,3,4,2,1,4,2,3,2,1,4,3,3,3,3,3,2,2,1,2,2,1,1,3,2,1,1,1,3,5,2,3,1,5,1,2,2,19,1,,1,,1,,1,1,,経済学類,,1,,1,英語・中国語,1,2,,0,,,
K,1,11,7,2,2,3,4,2,2,3,3,3,2,2,3,4,2,3,4,2,1,4,3,2,2,1,3,1,4,2,3,2,2,2,2,1,3,2,1,1,4,1,1,1,3,4,2,4,2,5,2,4,2,19,1,,1,,6,,1,1,,教育基礎専修,,1,,1,英語,2,2,,0,,,
K,1,11,8,1,1,2,5,3,2,2,2,4,4,4,4,3,2,3,4,2,1,1,2,3,2,4,2,3,3,3,2,4,3,1,5,2,4,3,2,2,2,3,4,2,3,1,2,2,4,3,4,4,2,19,1,,1,,6,,1,1,,総合教育学部・文系,,1,,1,英語・ドイツ語,2,2,,0,,,
K,1,11,9,2,2,3,4,2,2,1,3,5,3,2,3,3,4,2,4,1,1,5,2,2,3,1,4,1,3,3,4,4,3,2,3,2,3,2,2,2,3,1,1,1,3,4,2,3,2,5,2,4,2,19,1,,1,,6,,1,1,,学校教育学類教育基礎専修,,1,,1,,2,2,,0,,,
K,1,11,10,2,2,4,4,3,3,2,4,3,3,3,3,3,4,4,4,2,1,4,2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,2,1,3,3,1,1,1,3,3,3,3,3,4,3,4,2,19,1,,1,,1,,1,1,,人間社会学域経済学類,,1,,1,英語・中国語,2,3,,0,,,
K,1,11,11,2,1,5,5,3,4,2,2,4,3,4,5,3,4,4,3,1,1,3,3,2,3,2,4,5,2,2,4,4,4,3,5,3,3,3,2,2,4,1,1,1,4,5,3,4,2,5,4,4,2,20,1,,1,,6,,1,1,,経済学,,1,,1,英語・中国語,2,2,,0,,,
K,1,11,12,4,2,2,5,5,2,1,5,4,3,2,4,4,3,3,3,3,1,4,3,3,2,4,4,5,4,3,3,5,3,4,5,4,5,5,1,2,3,3,5,1,4,4,4,4,4,5,3,4,2,20,1,,1,,6,,1,1,,,,1,,2,,,,,4,2,,
K,1,11,13,2,1,3,5,4,1,1,2,5,3,4,1,4,3,3,3,3,1,5,1,2,3,2,4,1,2,2,4,5,4,4,4,2,3,3,1,2,3,3,3,1,5,5,4,3,3,5,3,4,2,19,1,,1,,6,,1,1,,経済,,1,,1,英語・スペイン語,2・１,2,,2,1・2,,
K,1,11,14,1,2,2,4,4,2,1,2,4,5,4,3,4,1,3,3,2,1,5,3,2,5,1,4,3,2,2,4,4,3,3,4,4,3,3,4,3,4,1,1,1,3,4,3,4,3,5,3,4,2,20,1,,1,,6,,1,1,,経済学類,,1,,1,英語・フランス語,3,2,,0,,,
K,1,11,15,3,2,2,5,5,2,2,2,4,2,2,5,3,2,4,2,1,1,5,1,2,3,1,5,2,3,1,2,5,5,4,1,2,5,4,1,2,4,1,1,1,5,3,3,5,3,5,1,4,2,20,1,,1,,1,,1,1,,経済学類,,1,,1,英語,2,3,,0,,,
K,1,11,16,2,2,3,4,3,4,1,1,4,3,4,3,3,1,4,3,3,1,4,1,2,3,2,4,1,4,5,4,4,4,4,3,2,3,3,1,2,4,1,1,1,4,4,3,4,3,4,3,4,2,19,1,,1,,1,,1,1,,学校教育,,1,,1,英語,2,3,,0,,,
K,1,11,17,3,2,3,4,2,3,2,2,2,2,2,5,5,2,4,2,3,1,4,3,4,4,1,4,2,2,3,4,4,4,4,3,2,2,2,2,2,2,2,1,1,3,3,,2,2,4,1,2,2,19,1,,1,,1,,1,1,,経済学類,,1,,2,,,,,0,,,
K,1,11,18,2,2,3,4,2,1,1,2,3,2,2,4,3,2,2,3,3,1,4,2,1,3,1,3,2,4,4,2,3,2,2,2,1,2,2,1,2,2,3,2,2,3,3,3,3,1,5,2,3,2,18,1,,1,,1,,1,1,,経済学類,,1,,1,英語,2,3,,3,2・3,,
K,1,11,19,2,5,2,3,3,,4,3,2,1,2,2,5,1,2,5,2,1,3,2,1,5,1,2,3,5,5,5,2,2,3,1,1,2,2,1,1,4,1,2,1,4,5,1,4,2,5,2,5,1,23,1,,1,,,,1,1,,学校教育,,1,,1,,2,2,,0,,,IS6無回答
K,1,11,20,2,1,3,3,2,1,3,2,4,2,2,4,4,,3,4,2,1,3,3,3,4,1,3,2,3,2,4,3,3,1,1,2,2,2,1,1,2,2,1,1,2,3,1,2,1,2,1,3,2,20,1,,1,,1,,1,1,,地域創造学類,,1,,2,,,,,3,2,,
K,1,11,21,2,2,4,4,3,2,1,3,3,2,2,2,3,2,3,2,4,1,4,1,4,3,1,4,4,4,3,4,4,3,2,2,1,3,3,1,1,2,1,1,1,4,2,3,4,2,5,3,4,1,19,1,,1,,1,,1,1,,学校教育学類英語教育専修,,1,,1,英語,2,2,,0,,,
K,1,11,22,2,1,2,5,3,3,3,2,4,3,2,4,4,2,3,3,1,1,5,1,2,4,1,5,3,3,2,4,4,3,2,2,2,3,2,1,2,3,4,3,1,5,4,3,2,2,4,2,4,1,20,1,,1,,5,,1,1,,地域創造学類,,1,,1,英語,2,3,,4,1・２・4,,
K,1,11,23,2,1,3,4,4,4,2,3,4,3,4,4,3,3,2,4,3,1,4,2,1,2,1,4,2,3,2,4,5,4,3,3,2,4,4,1,2,2,1,1,1,4,4,4,4,3,4,3,4,1,19,1,,1,,6,,1,1,,総合教育学部・文系,,1,,1,英語,2,3,,0,,,
K,1,11,24,4,2,3,5,2,2,2,2,2,2,2,4,4,3,3,2,2,1,4,2,2,4,1,3,3,4,3,4,3,2,2,2,2,2,2,2,2,2,1,1,1,3,4,2,3,2,4,2,3,2,19,1,,1,,6,,1,1,,地域創造学類,,1,,1,英語,2,3,,0,,,
K,1,11,25,2,1,3,5,4,2,4,3,5,4,4,5,4,2,5,4,2,1,4,1,2,2,1,5,4,4,2,5,5,4,3,3,2,5,4,1,2,4,5,5,1,5,5,4,4,3,5,4,5,1,19,1,,1,,5,,1,1,,学校教育学類教育基礎先週,,1,,1,英語,2,6,,1,1,,
K,1,11,26,4,2,2,3,2,1,4,2,3,2,2,4,3,3,2,4,3,1,4,2,3,2,1,3,4,4,3,4,4,2,2,1,1,2,1,1,1,3,1,1,1,4,3,2,4,2,5,1,2,1,19,1,,1,,6,,1,1,,地域創造学類,,1,,1,英語,2,6,,0,,,
B,2,0,1,2,1,2,4,2,2,2,2,3,2,2,3,3,3,2,3,2,1,2,2,3,2,1,3,2,3,2,3,3,2,3,3,1,3,2,1,1,1,1,1,1,3,2,3,2,2,3,2,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,2,2,2,3,5,4,3,2,2,3,4,3,3,4,2,2,4,3,1,4,2,3,2,1,5,2,3,2,4,5,5,3,2,2,5,3,4,2,2,1,1,1,4,5,3,3,2,5,2,2,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,2,,
B,2,0,3,2,2,3,5,3,2,2,2,4,3,2,3,3,3,2,3,1,1,3,4,3,3,1,4,3,4,3,4,4,3,1,1,2,3,3,1,1,3,1,1,1,3,4,4,4,1,4,2,3,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,4,2,2,2,4,2,1,5,2,4,2,2,5,5,4,2,2,1,1,4,2,2,2,1,5,1,2,2,4,5,2,1,1,1,5,2,1,2,4,1,1,1,5,1,4,4,3,3,4,5,1,19,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,5,2,4,2,4,1,4,4,3,2,1,1,3,3,2,2,5,2,1,3,2,3,2,1,1,2,4,5,4,3,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,3,1,4,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,6,2,1,2,3,1,1,3,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,1,2,2,3,3,3,3,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,3,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,7,2,1,2,4,2,2,2,2,3,3,2,3,3,1,2,3,1,1,3,1,2,2,1,3,2,3,2,2,3,2,2,2,2,4,3,1,1,2,1,1,1,3,3,3,2,1,3,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,8,2,2,4,5,4,2,2,2,3,3,3,4,5,2,2,3,4,1,4,2,4,2,3,3,2,2,2,4,4,3,2,4,3,3,3,2,4,2,1,1,1,4,4,4,4,3,4,3,4,2,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,9,2,2,4,4,2,2,2,2,2,3,3,3,2,2,3,3,2,1,3,3,4,2,2,2,4,4,3,4,4,2,2,2,2,3,1,1,2,3,1,1,1,3,2,2,2,1,2,1,3,2,19,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,宗教の記載なし
B,2,0,10,1,1,4,5,3,2,3,1,5,3,2,3,4,4,4,1,2,1,4,2,5,5,1,5,4,4,2,4,5,3,3,1,1,3,3,2,2,4,1,1,1,4,4,3,4,4,4,2,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,11,2,2,4,4,3,2,3,2,3,2,3,2,2,3,2,4,2,2,3,3,3,3,2,4,3,2,2,3,4,2,2,2,2,4,2,,1,3,1,1,1,3,2,3,3,2,3,1,3,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,12,2,4,4,4,3,2,2,2,4,4,3,4,3,2,3,5,3,1,4,2,3,2,3,4,4,4,3,4,4,4,3,4,3,4,3,3,2,5,1,1,1,4,4,3,4,2,5,2,4,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,13,2,1,2,4,3,2,3,2,4,2,2,3,3,3,4,4,2,3,3,2,3,3,1,3,3,4,3,3,4,3,2,2,2,3,2,3,2,2,4,2,2,3,3,3,3,2,4,2,3,2,20,2,ルーマニア,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,2,5,件の中学校代表として環境シンポジウムに出席した,
B,2,0,14,1,2,2,5,3,2,2,2,3,3,3,3,3,2,3,3,3,1,3,2,2,3,1,4,4,3,3,3,3,3,2,3,2,3,2,2,3,3,1,3,1,3,3,2,5,3,5,2,3,2,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,15,3,1,4,4,3,3,2,3,3,3,3,4,3,3,3,4,5,1,3,2,3,2,2,3,2,4,3,4,4,2,2,3,1,2,2,1,2,2,3,2,1,3,3,2,3,2,3,2,3,2,19,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,16,3,2,3,5,2,2,4,2,3,3,3,2,2,3,3,3,2,1,5,4,4,3,1,3,2,3,2,2,4,2,2,2,2,1,1,1,2,1,1,1,1,1,3,3,4,1,5,1,2,2,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,17,2,2,3,4,3,3,2,2,3,2,2,3,4,3,2,3,2,1,2,2,2,2,1,4,4,3,4,4,4,3,3,2,1,1,1,2,2,2,1,1,1,2,3,2,3,2,4,2,3,2,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,18,2,2,4,3,3,2,2,2,3,2,2,4,3,1,3,3,2,1,3,1,3,3,1,3,4,3,2,2,3,2,2,2,2,3,3,2,2,2,1,1,1,2,2,4,4,3,2,2,2,2,20,1,,1,,,,1,2,,教育学部小学校教育コース,,1,,2,英語,2,4,,0,,,宗教の記載なし
B,2,0,19,3,1,3,4,4,2,3,4,3,2,4,3,2,3,3,4,2,1,3,4,4,3,1,4,4,4,2,4,4,3,3,4,2,4,3,1,1,2,1,1,1,3,3,4,3,1,4,1,3,1,21,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,
B,2,0,20,2,1,2,4,3,2,2,1,5,3,3,5,3,4,3,3,2,1,4,1,5,3,4,5,5,5,2,3,5,4,4,4,3,3,2,2,1,4,1,1,1,5,5,3,4,2,4,2,3,1,21,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,21,2,3,2,4,2,1,1,1,4,2,2,2,4,4,2,2,2,1,3,4,2,2,1,4,2,2,2,4,4,2,2,3,2,4,4,3,2,4,1,1,1,4,2,3,3,2,4,2,3,1,19,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,
B,2,0,22,2,2,4,3,2,1,3,3,3,2,2,3,3,2,1,3,2,1,2,2,4,2,1,3,4,3,2,2,3,2,2,2,1,3,3,3,1,2,1,1,4,3,2,3,3,2,3,2,3,1,20,1,,1,,2,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,23,1,1,3,5,2,1,5,3,2,1,2,3,4,4,3,3,3,2,1,2,2,1,1,2,2,3,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,24,2,2,2,5,5,5,1,2,3,5,3,3,3,3,2,4,2,1,4,2,4,3,1,3,4,4,4,3,3,2,2,1,1,3,3,1,1,3,1,1,1,1,3,3,3,1,4,1,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,25,3,1,1,1,5,1,1,2,2,1,1,5,1,2,1,5,1,1,3,2,3,2,1,3,5,4,3,1,4,2,2,1,1,3,1,1,1,3,1,1,1,3,4,3,4,2,5,1,4,2,19,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,26,3,2,3,4,4,2,4,2,2,1,2,4,3,3,3,3,2,1,2,3,3,2,1,4,2,3,2,3,4,3,3,4,5,3,1,1,2,3,1,1,1,4,3,3,4,2,3,2,2,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,27,2,1,1,1,4,2,1,1,3,3,3,3,4,3,4,4,2,1,3,2,4,4,1,5,5,2,2,3,5,4,3,4,4,4,4,3,3,3,2,4,3,4,4,3,4,4,4,3,3,1,21,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,7,,0,,,
B,2,0,28,4,1.5,4,3,2,2,1,1,5,2,2,5,3,2,2,2,1,1,2,1,1,1,1,5,1,4,1,3,5,1,1,2,1,4,1,1,3,1,1,1,1,1,3,3,4,2,3,1,5,2,0,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,0,,,IS２重回答
B,2,0,29,2,2,4,4,4,2,2,2,4,3,3,4,5,3,4,4,2,1,3,4,4,3,3,4,5,4,2,4,4,5,5,4,3,4,3,3,3,4,5,4,2,3,2,3,3,3,4,5,4,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,2,,2,1・2,,
B,2,0,30,2,1,2,5,3,2,3,2,4,4,3,4,4,1,3,4,2,1,2,1,5,3,2,4,5,3,2,4,4,3,4,4,2,3,2,2,2,2,4,2,1,4,2,3,4,2,3,2,2,3,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,1,,1,2,,
B,2,0,31,3,1,2,5,3,2,2,2,5,2,2,5,3,3,3,4,2,1,3,2,2,2,1,5,4,3,2,4,5,3,2,2,2,3,3,3,2,2,1,1,1,4,4,3,4,3,4,2,3,2,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,1,3,,0,,,
B,2,0,32,3,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,2,1,3,2,2,3,1,2,1,3,3,3,3,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,3,2,5,2,3,1,,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,3,,0,,,年齢の記載なし
B,2,0,33,2,2,2,3,2,1,2,2,3,2,2,4,3,2,2,2,3,1,3,1,1,3,1,4,2,2,3,4,4,2,2,2,1,3,2,1,2,2,1,1,1,3,3,3,3,1,5,2,5,1,20,1,,1,,5,,1,2,,教育学部小学校教育コース,,1,,2,,,,,1,5,高校の修学旅行,
B,2,0,34,2,2,2,4,2,3,2,2,4,2,3,3,3,2,3,3,2,1,4,1,3,3,1,4,2,4,3,3,4,2,2,2,1,2,1,3,2,2,1,2,1,2,4,1,3,1,4,1,3,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,1,英語・韓国語,1,4,,1,5,高校の修学旅行,
B,2,0,35,3,2,2,4,2,2,3,2,3,1,3,3,3,3,3,4,2,1,3,2,3,2,1,3,3,4,3,3,3,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,3,2,3,2,3,1,20,1,,1,,1,,1,2,,教育学部小学校教育コース,,1,,1,英語,2,4,,1,2,,
B,2,0,36,3,1,2,5,2,4,4,2,4,2,3,3,2,2,4,2,1,1,3,1,2,1,1,5,2,2,3,3,5,3,3,2,1,3,3,1,1,2,4,1,1,3,,4,4,2,5,1,1,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,GC18記載なし
B,2,0,37,3,2,3,3,2,2,4,2,3,2,2,4,3,1,2,4,4,1,3,2,2,3,1,3,2,2,4,3,3,1,2,1,1,2,2,1,1,2,1,1,1,3,3,2,3,2,4,1,4,1,19,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
B,2,0,38,2,2,2,4,2,4,2,2,2,4,4,4,2,2,2,4,2,5,2,4,4,4,2,3,3,2,3,3,4,2,2,4,2,3,2,2,2,2,2,1,1,3,2,2,3,2,4,2,2,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,2,2,,
B,2,0,39,2,1,3,4,3,2,2,2,3,3,3,4,3,3,2,3,2,1,3,4,2,4,1,3,4,2,2,2,4,2,3,2,2,3,2,1,2,2,1,1,1,2,3,3,3,1,4,1,2,1,20,1,,1,,6,,1,2,,教育学部小学校教育コース,,1,,2,,,,,0,,,
